Date,Adj Close,Close,High,Low,Open,Volume,VIX,puntaje_sent_fin_pos,puntaje_sent_fin_neu,puntaje_sent_fin_neg,recom_inv_llm,rows_per_day,has_news,Sentiment_gpt,Scaled_sentiment,News_flag
2023-08-02,84.8849105834961,86.30000305175781,88.33000183105469,86.26000213623047,88.26000213623047,15162700,16.09000015258789,0.0379084609448909,0.4053892791271209,0.5567022562026978,2.0,1.0,1,2.7142857142857144,0.4285964285714286,1.0
2023-08-03,84.08818817138672,85.48999786376953,86.45999908447266,85.44999694824219,85.81999969482422,14145400,15.920000076293945,0.0218843519687652,0.9197354316711426,0.0583802312612533,3.0,1.0,1,3.75,0.6875249999999999,1.0
2023-08-04,84.8849105834961,86.30000305175781,87.11000061035156,85.44999694824219,85.94000244140625,11533900,17.100000381469727,0.0574945844709873,0.6291989684104919,0.3133063912391662,3.6363636363636362,11.0,1,2.4285714285714284,0.3571678571428571,1.0
2023-08-07,85.40621948242188,86.83000183105469,87.2300033569336,85.98999786376953,86.66000366210938,10818400,15.770000457763672,0.0,0.0,0.0,0.0,0.0,0,2.6,0.400025,1.0
2023-08-08,86.68489837646484,88.12999725341797,88.33000183105469,86.0999984741211,86.5,16767900,15.989999771118164,0.0662742424756288,0.9208968281745912,0.0128289083950221,3.0,2.0,1,2.4444444444444446,0.3611361111111111,1.0
2023-08-09,86.0553970336914,87.48999786376953,89.55999755859375,87.04000091552734,89.19999694824219,32517900,15.960000038146973,0.3804028192978529,0.15762833545782734,0.461968823025624,3.142857142857143,21.0,1,3.3076923076923075,0.5769480769230768,1.0
2023-08-10,90.25538635253906,91.76000213623047,92.52999877929688,87.75,89.97000122070312,56716800,15.850000381469727,0.12585705511558506,0.11292479925144171,0.7612181260035589,3.1538461538461537,13.0,1,3.88,0.7200249999999999,1.0
2023-08-11,87.560302734375,89.0199966430664,91.3499984741211,88.86000061035156,91.31999969482422,21998900,14.84000015258789,0.0094868186861276,0.0370936281979084,0.9534196257591248,4.0,1.0,1,3.5384615384615383,0.6346403846153845,1.0
2023-08-14,87.35374450683594,88.80999755859375,89.30000305175781,87.98999786376953,88.98999786376953,13676400,14.819999694824219,0.0536332726478576,0.9265424311161041,0.01982429903000585,4.0,2.0,1,2.2,0.300025,1.0
2023-08-15,85.6324462890625,87.05999755859375,88.2300033569336,86.88999938964844,87.98999786376953,13677900,16.459999084472656,0.033638156377352194,0.4446096649536719,0.5217521272313136,2.8461538461538463,13.0,1,3.0,0.5000249999999999,1.0
2023-08-16,84.93408203125,86.3499984741211,87.05999755859375,86.08000183105469,86.54000091552734,12182700,16.780000686645508,0.0463706664741039,0.9228983521461488,0.0307309906929731,3.0,1.0,1,3.8,0.7000249999999999,1.0
2023-08-17,84.51113891601562,85.91999816894531,86.95999908447266,85.80000305175781,86.91999816894531,14206000,17.889999389648438,0.1819590926170349,0.6474090814590454,0.1706317961215973,5.0,1.0,1,3.0,0.5000249999999999,1.0
