Date,Adj Close,Close,High,Low,Open,Volume,VIX,puntaje_sent_fin_pos,puntaje_sent_fin_neu,puntaje_sent_fin_neg,recom_inv_llm,rows_per_day,has_news
2023-08-01,443.4156494140625,456.4800109863281,457.25,455.489990234375,456.2699890136719,55291500,13.930000305175781,0.038667246699333094,0.5818313956260681,0.3795013129711151,2.8461538461538463,13.0,1
2023-08-02,437.24737548828125,450.1300048828125,453.5199890136719,449.3500061035156,453.25,93933400,16.09000015258789,0.0,0.0,0.0,0.0,0.0,0
2023-08-03,435.9942932128906,448.8399963378906,450.7900085449219,447.3699951171875,448.0400085449219,64276100,15.920000076293945,0.0080651873722672,0.0210689678788185,0.9708658456802368,4.0,1.0,1
2023-08-04,434.02239990234375,446.80999755859375,452.8999938964844,446.2699890136719,450.7200012207031,100128900,17.100000381469727,0.0,0.0,0.0,0.0,0.0,0
2023-08-07,437.810791015625,450.7099914550781,450.8699951171875,447.989990234375,448.7099914550781,58357500,15.770000457763672,0.0302891712635755,0.945418655872345,0.0242921467870473,5.0,1.0,1
2023-08-08,435.9068908691406,448.75,450.70001220703125,445.2699890136719,448.0799865722656,71361300,15.989999771118164,0.18340781331062309,0.2436899542808532,0.5729022026062012,3.5833333333333335,12.0,1
2023-08-09,432.9927978515625,445.75,449.20001220703125,444.9599914550781,449.0299987792969,78789600,15.960000038146973,0.0323306731879711,0.3587929904460907,0.6088764071464539,2.7,10.0,1
2023-08-10,433.148193359375,445.9100036621094,451.70001220703125,444.70001220703125,448.19000244140625,93005500,15.850000381469727,0.0,0.0,0.0,0.0,0.0,0
2023-08-11,432.8956298828125,445.6499938964844,446.70001220703125,443.3500061035156,443.9700012207031,68690900,14.84000015258789,0.0,0.0,0.0,0.0,0.0,0
2023-08-14,435.28521728515625,448.1099853515625,448.1099853515625,444.3800048828125,444.70001220703125,47867400,14.819999694824219,0.18665116856043984,0.7515707117590037,0.06177813441238618,2.6363636363636362,11.0,1
2023-08-15,430.214599609375,442.8900146484375,446.6400146484375,442.29998779296875,446.2699890136719,75707500,16.459999084472656,0.0,0.0,0.0,0.0,0.0,0
2023-08-16,427.0575866699219,439.6400146484375,444.17999267578125,439.5299987792969,442.4599914550781,80107200,16.780000686645508,0.0,0.0,0.0,0.0,0.0,0
2023-08-17,423.80352783203125,436.2900085449219,441.42999267578125,435.75,441.1600036621094,95711300,17.889999389648438,0.0548677667975425,0.1775280833244323,0.7676041722297668,3.111111111111111,9.0,1
2023-08-18,424.00750732421875,436.5,437.57000732421875,433.010009765625,433.3699951171875,98852000,17.299999237060547,0.0,0.0,0.0,0.0,0.0,0
2023-08-21,426.7662048339844,439.3399963378906,440.1099853515625,435.32000732421875,437.54998779296875,68719000,17.1299991607666,0.03703144844621415,0.5448253378272057,0.41814322862774134,3.0,2.0,1
2023-08-22,425.6102600097656,438.1499938964844,441.17999267578125,437.57000732421875,441.17999267578125,64994200,16.969999313354492,0.0,0.0,0.0,0.0,0.0,0
2023-08-23,430.3505859375,443.0299987792969,443.6700134277344,439.1000061035156,439.25,68441000,15.979999542236328,0.0,0.0,0.0,0.0,0.0,0
2023-08-24,424.3863220214844,436.8900146484375,445.2200012207031,436.8599853515625,444.69000244140625,88517300,17.200000762939453,0.0,0.0,0.0,0.0,0.0,0
2023-08-25,427.3782043457031,439.9700012207031,441.29998779296875,435.0,438.67999267578125,102325100,15.680000305175781,0.0201628562062978,0.029637556523084595,0.9501996040344238,3.0,10.0,1
2023-08-28,430.08831787109375,442.760009765625,443.3999938964844,439.9700012207031,442.239990234375,61595400,15.079999923706055,0.0356357209384441,0.5831074714660645,0.3812567889690399,2.3333333333333335,15.0,1
2023-08-29,436.3051452636719,449.1600036621094,449.45001220703125,442.4599914550781,442.6499938964844,83081900,14.449999809265137,0.0,0.0,0.0,0.0,0.0,0
2023-08-30,438.10223388671875,451.010009765625,451.6700134277344,448.7799987792969,449.510009765625,69053900,13.880000114440918,0.0,0.0,0.0,0.0,0.0,0
2023-08-31,437.46112060546875,450.3500061035156,452.8299865722656,450.1600036621094,451.6499938964844,66084600,13.569999694824219,0.0,0.0,0.0,0.0,0.0,0
2023-09-01,438.27703857421875,451.19000244140625,453.6700134277344,449.67999267578125,453.1700134277344,58944100,13.09000015258789,0.0,0.0,0.0,0.0,0.0,0
2023-09-05,436.3828430175781,449.239990234375,451.05999755859375,449.1700134277344,450.7300109863281,55166200,14.010000228881836,0.0284285023808479,0.3929791450500488,0.5785923600196838,3.125,16.0,1
