Date,Adj Close,Close,High,Low,Open,Volume,VIX,puntaje_sent_fin_pos,puntaje_sent_fin_neu,puntaje_sent_fin_neg,recom_inv_llm,rows_per_day,has_news
2023-10-31,8.483613014221191,9.75,9.90999984741211,9.630000114440918,9.720000267028809,82238800,18.139999389648438,0.0192144811153411,0.0220490749925375,0.9587364196777344,3.272727272727273,11.0,1
2023-11-01,8.62282943725586,9.90999984741211,9.930000305175781,9.760000228881836,9.84000015258789,75469700,16.8700008392334,0.0,0.0,0.0,0.0,0.0,0
2023-11-02,8.822957038879395,10.140000343322754,10.149999618530273,9.970000267028809,10.020000457763672,66914000,15.65999984741211,0.0,0.0,0.0,0.0,0.0,0
2023-11-03,9.188404083251953,10.5600004196167,10.640000343322754,10.25,10.260000228881836,60912400,14.90999984741211,0.807041198015213,0.08820083085447544,0.1047580018639564,4.0,2.0,1
2023-11-06,8.97087574005127,10.3100004196167,10.600000381469727,10.239999771118164,10.5600004196167,48435500,14.890000343322754,0.08259547129273409,0.857919176419576,0.0594853591173887,4.333333333333333,3.0,1
2023-11-07,8.84906005859375,10.170000076293945,10.289999961853027,10.050000190734863,10.25,50430800,14.8100004196167,0.0,0.0,0.0,0.0,0.0,0
2023-11-08,8.744647979736328,10.050000190734863,10.210000038146973,10.029999732971191,10.1899995803833,38700600,14.449999809265137,0.049418498761951875,0.43898348649963737,0.5115980245172977,4.0,4.0,1
2023-11-09,8.440105438232422,9.699999809265137,10.069999694824219,9.6899995803833,10.039999961853027,59356900,15.289999961853027,0.0,0.0,0.0,0.0,0.0,0
2023-11-10,8.579322814941406,9.859999656677246,9.869999885559082,9.670000076293945,9.8100004196167,45069700,14.170000076293945,0.0,0.0,0.0,0.0,0.0,0
2023-11-13,8.544519424438477,9.819999694824219,9.869999885559082,9.739999771118164,9.829999923706055,34458300,14.760000228881836,0.03494770545512433,0.3293186152974764,0.6357337199151515,4.666666666666667,6.0,1
2023-11-14,9.049185752868652,10.399999618530273,10.460000038146973,9.979999542236328,9.989999771118164,67684000,14.15999984741211,0.039542854530736776,0.11117166420444842,0.8492854668293148,3.125,16.0,1
2023-11-15,9.110095024108887,10.470000267028809,10.569999694824219,10.390000343322754,10.40999984741211,45193700,14.180000305175781,0.7194594740867615,0.137132927775383,0.1434075683355331,3.0,1.0,1
2023-11-16,8.84035873413086,10.15999984741211,10.430000305175781,10.100000381469727,10.399999618530273,45408100,14.319999694824219,0.0095876157283782,0.0158361997455358,0.97457617521286,3.0,1.0,1
2023-11-17,8.936074256896973,10.270000457763672,10.319999694824219,10.1899995803833,10.260000228881836,36501200,13.800000190734863,0.2311442646508415,0.5357465247313181,0.23310920409858224,3.8333333333333335,6.0,1
2023-11-20,8.996979713439941,10.34000015258789,10.430000305175781,10.260000228881836,10.289999961853027,46933100,13.40999984741211,0.0,0.0,0.0,0.0,0.0,0
2023-11-21,8.866460800170898,10.1899995803833,10.319999694824219,10.100000381469727,10.279999732971191,47284300,13.350000381469727,0.027827107114717302,0.22620417992584402,0.7459687206428497,3.875,8.0,1
2023-11-22,8.927369117736816,10.260000228881836,10.380000114440918,10.170000076293945,10.239999771118164,41116300,12.850000381469727,0.0427602939307689,0.9357656240463256,0.0214741397649049,3.5,2.0,1
2023-11-24,9.049185752868652,10.399999618530273,10.529999732971191,10.279999732971191,10.279999732971191,22028100,12.460000038146973,0.0,0.0,0.0,0.0,0.0,0
2023-11-27,8.996979713439941,10.34000015258789,10.420000076293945,10.300000190734863,10.369999885559082,32247600,12.6899995803833,0.0,0.0,0.0,0.0,0.0,0
2023-11-28,9.023083686828613,10.369999885559082,10.399999618530273,10.239999771118164,10.329999923706055,38510600,12.6899995803833,0.2427912652492523,0.7455112934112549,0.0116974730044603,3.75,4.0,1
2023-11-29,9.214507102966309,10.59000015258789,10.960000038146973,10.5600004196167,10.880000114440918,77246800,12.979999542236328,0.0424017310142517,0.9383735060691832,0.0192247480154037,1.0,1.0,1
2023-11-30,8.927369117736816,10.260000228881836,10.699999809265137,10.180000305175781,10.680000305175781,80525700,12.920000076293945,0.0244257622398436,0.4950985498726367,0.4804756576195359,2.5,2.0,1
